Centroid,Voltage Class (kV),Owner
"-101.186092, 36.860579","100-161","TRI-COUNTY ELECTRIC COOP, INC"
"-101.403314, 36.659981","100-161","TRI-COUNTY ELECTRIC COOP, INC"
"-100.842728, 36.504601","100-161","TRI-COUNTY ELECTRIC COOP, INC"
"-100.755886, 36.748084","100-161","TRI-COUNTY ELECTRIC COOP, INC"
"-106.509421, 35.130251","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-101.399397, 35.853335","100-161","NORTH PLAINS ELECTRIC COOP INC"
"-94.900647, 29.379375","100-161","TEXAS-NEW MEXICO POWER CO."
"-95.024994, 29.438391","100-161","TEXAS-NEW MEXICO POWER CO."
"-95.449058, 29.735850","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.493286, 35.491143","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.500175, 35.477231","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.501953, 35.471226","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.466064, 35.465041","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.547888, 35.365646","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-106.348708, 32.592750","100-161","NOT AVAILABLE"
"-98.664946, 29.472498","100-161","BANDERA ELECTRIC COOP, INC"
"-95.466326, 30.105208","100-161","CENTERPOINT ENERGY"
"-97.192711, 32.887823","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.497300, 35.139583","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-96.675974, 35.126670","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.721600, 35.059605","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.791025, 35.117203","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.709471, 35.159330","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.843222, 35.087047","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.875611, 35.170937","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.965149, 35.267708","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.235632, 35.577341","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.817900, 35.121889","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.489108, 35.250672","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.459424, 35.290652","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.998980, 35.160225","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.402779, 35.280689","100-161","NOT AVAILABLE"
"-96.112907, 35.396997","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.577326, 34.901019","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.648996, 34.956271","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.654259, 34.946479","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.081001, 35.316606","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.799035, 35.416398","100-161","SOUTHWESTERN POWER ADMINISTRATION"
"-96.118016, 35.355815","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.792017, 35.219579","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.908749, 35.127247","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.736099, 35.074997","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.441764, 35.302360","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.922669, 35.130127","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.841675, 35.470381","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.564288, 35.180477","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-93.946923, 29.880572","100-161","ENTERGY TEXAS, INC."
"-96.813423, 35.018257","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.766071, 35.049442","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.880990, 35.189866","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.943669, 35.375923","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.151779, 35.251700","100-161","SOUTHWESTERN POWER ADMINISTRATION"
"-96.914074, 35.371130","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.915808, 35.384209","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.797941, 35.446512","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.272711, 29.776072","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.215516, 35.124836","100-161","NOT AVAILABLE"
"-96.920721, 35.406020","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.890181, 32.688779","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.914085, 35.486826","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.884380, 35.440691","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.991738, 35.429648","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.016350, 35.357756","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.597996, 35.515542","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.145164, 35.236799","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.093754, 35.227767","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.938329, 35.409726","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.725595, 35.470022","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.083492, 35.271128","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.199573, 35.288103","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.648619, 35.478274","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.894020, 35.407657","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-98.092129, 29.708775","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-106.411112, 31.861701","100-161","EL PASO ELECTRIC CO."
"-97.198837, 32.719017","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.590070, 35.447724","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.624267, 35.458376","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.624110, 35.458412","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.548195, 35.458892","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.106708, 31.953226","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.628409, 32.968811","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.478893, 35.138850","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.423515, 35.180574","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.424682, 35.185966","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.525059, 35.143494","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.517032, 26.001782","100-161","AEP TEXAS CENTRAL CO."
"-97.917825, 35.059246","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-103.612659, 30.580089","100-161","NOT AVAILABLE"
"-97.533538, 35.167278","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.774212, 35.042282","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.884997, 35.157660","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.817353, 34.892701","100-161","NOT AVAILABLE"
"-98.918639, 36.096092","100-161","NOT AVAILABLE"
"-97.200798, 32.894247","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.353246, 29.828776","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.017302, 32.850841","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.817941, 35.999695","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-106.510605, 35.158966","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-96.764940, 32.880278","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.105426, 26.244247","100-161","AEP TEXAS CENTRAL COMPANY"
"-97.134596, 32.855993","100-161","ONCOR ELECTRIC DELIVERY CO."
"-103.224916, 32.730393","100-161","NOT AVAILABLE"
"-103.295696, 32.414134","100-161","SOUTHWEST PUBLIC SERVICE COMPANY"
"-101.949684, 35.631309","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-96.806504, 34.775072","100-161","NOT AVAILABLE"
"-101.429932, 35.692540","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-95.421498, 33.555377","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.575486, 32.751696","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.597111, 35.102144","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-98.379405, 30.542221","100-161","PEDERNALES ELECTRIC COOP, INC"
"-94.783485, 30.042905","100-161","CENTERPOINT ENERGY"
"-97.206950, 32.850520","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.703296, 30.207930","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.677866, 31.212084","100-161","SHARYLAND UTILITIES, LP"
"-106.578117, 35.159778","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-97.133481, 33.147303","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.651349, 29.548414","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-94.664623, 30.507877","100-161","SAM HOUSTON ELECTRIC COOP INC"
"-100.486060, 34.336713","100-161","LIGHTHOUSE ELECTRIC COOP, INC"
"-99.471154, 28.966096","100-161","AEP TEXAS CENTRAL COMPANY"
"-95.080065, 32.274681","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.094533, 29.425045","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-94.989659, 29.813779","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-100.491792, 31.399180","100-161","AEP TEXAS NORTH CO."
"-99.062134, 36.258696","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.404073, 29.730524","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-103.975751, 32.574318","100-161","CENTRAL VALLEY COOPERATIVE"
"-95.368723, 30.242183","100-161","ENTERGY TEXAS, INC."
"-98.060914, 26.229157","100-161","AEP TEXAS CENTRAL COMPANY"
"-98.127762, 35.696849","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.498186, 36.285939","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.344908, 36.254553","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.661525, 32.913981","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.630533, 29.483585","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-102.679823, 32.755769","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-99.085068, 27.020606","100-161","AEP TEXAS CENTRAL COMPANY"
"-95.215315, 29.724226","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-106.296598, 31.838720","100-161","EL PASO ELECTRIC CO."
"-96.730894, 32.923628","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.195659, 33.357021","100-161","BOWIE-CASS ELECTRIC COOP, INC"
"-96.943169, 29.934272","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-98.225449, 35.082416","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.536644, 29.706427","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.779886, 26.422084","100-161","AEP TEXAS CENTRAL COMPANY"
"-102.445307, 33.519740","100-161","LAMB COUNTY ELECTRIC COOP, INC"
"-98.581923, 33.899445","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.705771, 35.791129","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.890895, 28.882490","100-161","AEP TEXAS CENTRAL COMPANY"
"-94.250913, 29.887844","100-161","ENTERGY TEXAS, INC."
"-102.021366, 33.513880","100-161","CITY OF LUBBOCK - (TX)"
"-97.538099, 35.865547","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.624362, 35.904370","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.648385, 35.899483","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.730292, 35.948991","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.648285, 35.899001","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.900571, 36.014727","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-106.372257, 31.977625","100-161","EL PASO ELECTRIC CO."
"-93.786002, 30.070898","100-161","ENTERGY TEXAS, INC."
"-98.192899, 36.054469","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.110070, 28.851129","100-161","AEP TEXAS CENTRAL COMPANY"
"-95.281938, 30.159056","100-161","ENTERGY TEXAS, INC."
"-98.617773, 33.954281","100-161","ONCOR ELECTRIC DELIVERY CO."
"-103.321320, 32.978760","100-161","LEA COUNTY ELECTRIC COOPERATIVE"
"-97.103142, 35.750625","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.850445, 35.789356","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.938575, 35.722841","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.834865, 35.685512","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.744372, 35.678929","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.585855, 31.922401","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.962942, 30.305142","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-98.472412, 28.701768","100-161","AEP TEXAS CENTRAL COMPANY"
"-98.229073, 35.084073","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.705951, 29.480585","100-161","BANDERA ELECTRIC COOP, INC"
"-100.288815, 32.031579","100-161","AEP TEXAS NORTH CO."
"-95.031126, 29.729134","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.587800, 33.861558","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.639570, 29.244631","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.935221, 28.728330","100-161","AEP TEXAS CENTRAL COMPANY"
"-99.507767, 27.568368","100-161","AEP TEXAS CENTRAL CO."
"-96.695736, 32.968144","100-161","ONCOR ELECTRIC DELIVERY CO."
"-101.642836, 33.632011","100-161","SOUTH PLAINS ELECTRIC COOP INC"
"-97.502191, 33.130779","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.213758, 35.073573","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.248620, 35.107537","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.344787, 34.979685","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.229094, 35.083859","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-94.159699, 31.781665","100-161","NOT AVAILABLE"
"-97.261352, 32.932359","100-161","ONCOR ELECTRIC DELIVERY CO."
"-106.638027, 35.114523","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-98.121869, 35.132544","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.229106, 35.083989","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.066400, 29.336490","100-161","GUADALUPE VALLEY ELEC COOP INC"
"-97.009587, 33.064866","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.647742, 29.402489","100-161","BANDERA ELECTRIC COOP, INC"
"-98.229316, 35.083500","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.628673, 29.478522","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.733476, 32.756693","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.964606, 30.938016","100-161","DEEP EAST TEXAS ELEC COOP INC"
"-98.554562, 33.996954","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.350358, 31.817628","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.352697, 29.627689","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.840551, 29.849749","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.269727, 30.545353","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.402410, 29.468774","100-161","BANDERA ELECTRIC COOP, INC"
"-101.908079, 31.662141","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.634343, 34.623756","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.081323, 29.726265","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.474837, 34.615315","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.104622, 29.822761","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-106.540870, 35.281178","100-161","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-98.711996, 29.583390","100-161","BANDERA ELECTRIC COOP, INC"
"-97.012198, 28.811511","100-161","AEP TEXAS CENTRAL COMPANY"
"-99.422323, 34.272225","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.205899, 29.057263","100-161","AEP TEXAS CENTRAL COMPANY"
"-96.821989, 32.947294","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.758115, 32.216500","100-161","UPSHUR RURAL ELEC COOP CORP"
"-95.521176, 30.436630","100-161","ENTERGY TEXAS, INC."
"-98.368794, 34.613624","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.809454, 34.628858","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-99.135930, 34.614490","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-99.319696, 34.624963","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.304114, 31.215354","100-161","ONCOR ELECTRIC DELIVERY CO."
"-99.432942, 34.638600","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-99.522384, 34.473085","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.933171, 35.015934","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.104192, 26.212758","100-161","AEP TEXAS CENTRAL COMPANY"
"-96.730230, 32.988382","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.165847, 35.050235","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.608432, 32.814225","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.570053, 32.725780","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.149346, 29.935494","100-161","PEDERNALES ELECTRIC COOP, INC"
"-99.749721, 32.372760","100-161","AEP TEXAS NORTH CO."
"-94.768092, 30.688083","100-161","NOT AVAILABLE"
"-96.269463, 33.065171","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.366614, 29.746908","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.496177, 27.821147","100-161","AEP TEXAS CENTRAL CO."
"-98.234519, 26.107676","100-161","AEP TEXAS CENTRAL COMPANY"
"-94.146383, 30.996869","100-161","DEEP EAST TEXAS ELEC COOP INC"
"-96.084475, 28.950683","100-161","AEP TEXAS CENTRAL COMPANY"
"-95.222293, 29.730100","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-101.806371, 32.134378","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.939418, 29.379615","100-161","TEXAS-NEW MEXICO POWER CO."
"-97.753936, 26.317856","100-161","AEP TEXAS CENTRAL COMPANY"
"-106.605379, 35.320487","100-161","NOT AVAILABLE"
"-106.289108, 32.395794","100-161","EL PASO ELECTRIC POWER COMPANY"
"-100.392251, 29.324070","100-161","AEP TEXAS CENTRAL CO."
"-96.673831, 32.851047","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.002877, 29.893374","100-161","ENTERGY TEXAS, INC."
"-99.293886, 32.393593","100-161","AEP TEXAS NORTH CO."
"-102.173816, 31.076888","100-161","AEP TEXAS NORTH CO."
"-94.908523, 29.375107","100-161","TEXAS-NEW MEXICO POWER CO."
"-97.270001, 30.105453","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.072582, 30.571882","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.612032, 30.078469","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-96.763039, 28.624982","100-161","NOT AVAILABLE"
"-103.787593, 32.733190","100-161","CENTRAL VALLEY COOPERATIVE"
"-101.794129, 35.149298","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-98.606911, 29.407656","100-161","BANDERA ELECTRIC COOP, INC"
"-96.459823, 30.721889","100-161","CITY OF BRYAN - (TX)"
"-101.883889, 35.162633","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-106.740242, 32.321700","100-161","EL PASO ELECTRIC POWER COMPANY"
"-95.501755, 30.208682","100-161","CENTERPOINT ENERGY"
"-97.675700, 35.468385","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-106.429451, 31.794697","100-161","EL PASO ELECTRIC CO."
"-94.708253, 29.965043","100-161","ENTERGY TEXAS, INC."
"-97.659195, 35.454329","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.322973, 29.662415","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.531781, 35.384440","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-104.193847, 32.644193","100-161","NOT AVAILABLE"
"-95.037522, 29.694090","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-107.211100, 33.153192","100-161","SIERRA ELECTRIC COOPERATIVE"
"-105.772504, 35.489119","100-161","NOT AVAILABLE"
"-96.634501, 33.313587","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.630338, 32.774804","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.848379, 32.966037","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.409546, 35.223868","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.426065, 35.204126","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.457385, 35.258333","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-101.031311, 31.923747","100-161","CONCHO VALLEY ELEC COOP INC"
"-95.663059, 34.860112","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.373190, 31.858374","100-161","ONCOR ELECTRIC DELIVERY CO."
"-93.952048, 30.155047","100-161","ENTERGY TEXAS, INC."
"-98.627321, 29.483305","100-161","BANDERA ELECTRIC COOP, INC"
"-95.402323, 29.691931","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-105.007895, 34.967343","100-161","CENTRAL NEW MEXICO ELECTRIC COOPERATIVE"
"-97.731077, 30.212284","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.564662, 34.624384","100-161","NOT AVAILABLE"
"-96.577622, 34.610140","100-161","NOT AVAILABLE"
"-96.442245, 34.612260","100-161","NOT AVAILABLE"
"-96.357433, 34.624705","100-161","NOT AVAILABLE"
"-95.988506, 34.723934","100-161","NOT AVAILABLE"
"-100.106592, 29.236442","100-161","AEP TEXAS CENTRAL COMPANY"
"-96.626100, 34.684390","100-161","NOT AVAILABLE"
"-96.476814, 34.652363","100-161","NOT AVAILABLE"
"-96.684055, 34.754526","100-161","NOT AVAILABLE"
"-103.323337, 32.978026","100-161","LEA COUNTY ELECTRIC COOPERATIVE"
"-100.927662, 29.417240","100-161","AEP TEXAS CENTRAL CO."
"-96.843022, 32.605011","100-161","ONCOR ELECTRIC DELIVERY CO."
"-95.484436, 29.729051","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-95.143435, 29.551992","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.479498, 29.408441","100-161","BANDERA ELECTRIC COOP, INC"
"-93.794944, 30.102722","100-161","ENTERGY TEXAS, INC."
"-102.491100, 30.736653","100-161","NOT AVAILABLE"
"-97.305811, 31.389823","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.091701, 30.369897","100-161","ENTERGY TEXAS, INC."
"-96.517325, 34.653510","100-161","NOT AVAILABLE"
"-95.821567, 34.778469","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.307729, 34.900816","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.266374, 34.906679","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.150056, 34.902193","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.725160, 34.900842","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.811110, 35.047347","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.193413, 30.324035","100-161","SAM HOUSTON ELECTRIC COOP INC"
"-95.189577, 33.986644","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-103.320008, 32.980478","100-161","LEA COUNTY ELECTRIC COOPERATIVE"
"-93.534015, 32.539296","100-161","NOT AVAILABLE"
"-96.524946, 35.759452","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-96.598376, 32.863071","100-161","ONCOR ELECTRIC DELIVERY CO."
"-96.634787, 33.584613","100-161","ONCOR ELECTRIC DELIVERY CO."
"-98.321999, 29.311330","100-161","BANDERA ELECTRIC COOP, INC"
"-104.209422, 32.434221","100-161","SOUTHWEST PUBLIC SERVICE COMPANY"
"-94.915815, 33.979324","100-161","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.313288, 31.589165","100-161","NOT AVAILABLE"
"-93.494772, 31.304116","100-161","NOT AVAILABLE"
"-93.448001, 31.452387","100-161","NOT AVAILABLE"
"-96.552830, 28.666278","100-161","AEP TEXAS CENTRAL CO."
"-94.768499, 32.341685","100-161","UPSHUR RURAL ELEC COOP CORP"
"-97.909746, 33.059607","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.764032, 35.790801","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-94.543601, 30.413544","100-161","SAM HOUSTON ELECTRIC COOP INC"
"-96.891291, 32.857207","100-161","ONCOR ELECTRIC DELIVERY CO."
"-97.615690, 35.791285","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.473695, 30.059879","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-97.647506, 35.845404","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-97.704957, 36.160056","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-101.440595, 36.660463","100-161","TRI-COUNTY ELECTRIC COOP, INC"
"-105.939248, 35.548245","100-161","NOT AVAILABLE"
"-93.131749, 30.833579","100-161","ENTERGY LOUISIANA LLC"
"-93.710632, 32.500770","100-161","NOT AVAILABLE"
"-102.676457, 32.765578","100-161","SOUTHWESTERN PUBLIC SERVICE CO."
"-93.716271, 32.477116","100-161","NOT AVAILABLE"
"-93.709229, 32.444417","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-94.911941, 29.704867","100-161","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-93.780096, 32.395641","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-93.815034, 32.382785","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-93.732864, 32.420846","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-97.600789, 36.464149","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-95.521602, 30.439228","100-161","ENTERGY TEXAS, INC."
"-94.480407, 32.771191","100-161","SOUTHWESTERN ELECTRIC POWER CO"
"-96.967783, 33.027475","100-161","ONCOR ELECTRIC DELIVERY CO."
"-94.864565, 29.293309","100-161","ONCOR ELECTRIC DELIVERY COMPANY LLC"
"-97.448637, 34.608027","100-161","OKLAHOMA GAS & ELECTRIC CO"
"-94.172058, 30.956909","100-161","SAM HOUSTON ELECTRIC COOP INC"
"-96.992854, 30.048090","100-161","BLUEBONNET ELECTRIC COOP, INC"
"-95.829304, 32.663700","100-161","ONCOR ELECTRIC DELIVERY CO."
"-99.909859, 29.198092","100-161","BANDERA ELECTRIC COOP, INC"
